Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
1500909,Augusto Corrêa,PA,0,0,0,0,0,81,81,0,81,Outras culturas e sistemas,Outros ou sem predominância,30,"10,227",69,"10,326",28
1500958,Aurora do Pará,PA,0,0,0,0,0,"1,024","1,024",0,"1,024",Outras culturas e sistemas,Localizada,566,"21,648","1,046","23,261",556
1501006,Aveiro,PA,0,0,0,0,0,0,0,0,0,,,227,"42,259","1,792","44,278",48
1501105,Bagre,PA,0,0,0,0,0,0,0,0,0,,,28,"8,426",379,"8,833",0
1501204,Baião,PA,0,0,0,0,0,905,905,0,905,Outras culturas e sistemas,Outros ou sem predominância,432,"26,404","2,116","28,952",207
1501253,Bannach,PA,0,0,0,0,0,0,0,0,0,,,204,"4,578",287,"5,068",0
1501303,Barcarena,PA,0,0,0,0,0,113,113,0,113,Outras culturas e sistemas,Localizada,40,"3,981",141,"4,161",39
1501402,Belém,PA,0,0,0,0,0,0,0,0,0,,,48,"4,898",231,"5,177",46
1501451,Belterra,PA,0,0,0,0,0,40,40,0,40,Outras culturas e sistemas,Localizada,"8,265","10,695","1,622","20,582","3,802"
1501501,Benevides,PA,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Outros ou sem predominância,40,712,88,840,40
1501576,Bom Jesus do Tocantins,PA,0,0,0,0,0,0,0,0,0,,,208,"29,978","1,216","31,401",0
1501600,Bonito,PA,0,0,0,0,0,156,156,0,156,Outras culturas e sistemas,Localizada,41,"2,389",352,"2,783",21
1501709,Bragança,PA,0,0,0,0,0,194,194,0,194,Outras culturas e sistemas,Localizada,129,"19,529",709,"20,367",114
1501725,Brasil Novo,PA,0,0,0,0,0,139,139,0,139,Outras culturas e sistemas,Localizada,325,"32,018","3,707","36,050",180
1501758,Brejo Grande do Araguaia,PA,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Outros ou sem predominância,23,"9,790",303,"10,117",0
1501782,Breu Branco,PA,0,0,0,0,0,785,785,0,785,Outras culturas e sistemas,Localizada,909,"65,709","2,247","68,865",224
1501808,Breves,PA,0,0,0,0,0,0,0,0,0,,,3,"4,433",0,"4,436",0
1501907,Bujaru,PA,0,0,0,0,0,213,213,0,213,Outras culturas e sistemas,Localizada,93,"12,554",684,"13,330",86
1501956,Cachoeira do Piriá,PA,0,0,0,0,0,19,19,0,19,Outras culturas e sistemas,Outros ou sem predominância,47,"37,297","1,362","38,706",9
1502004,Cachoeira do Arari,PA,"2,800",0,0,0,0,72,"2,872",0,"2,872",Arroz,Superficial,150,"2,768",247,"3,165",13
1502103,Cametá,PA,0,0,0,0,0,0,0,0,0,,,121,"13,271","1,690","15,082",31
1502152,Canaã dos Carajás,PA,0,0,0,0,0,424,424,0,424,Outras culturas e sistemas,Localizada,136,"6,111",340,"6,587",0
1502202,Capanema,PA,0,0,0,0,0,174,174,0,174,Outras culturas e sistemas,Localizada,33,"7,290",287,"7,610",33
1502301,Capitão Poço,PA,0,0,0,0,0,"2,263","2,263",0,"2,263",Outras culturas e sistemas,Localizada,122,"38,588","1,390","40,100",64
1502400,Castanhal,PA,0,0,0,0,0,369,369,0,369,Outras culturas e sistemas,Aspersão - Outros,291,"7,450",791,"8,532",291
1502509,Chaves,PA,0,0,0,0,0,0,0,0,0,,,154,"9,454",0,"9,608",0
1502608,Colares,PA,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Outros ou sem predominância,2,"1,521",431,"1,954",1
1502707,Conceição do Araguaia,PA,0,0,0,0,0,328,328,0,328,Outras culturas e sistemas,Outros ou sem predominância,"2,058","79,010","1,090","82,157",225
1502756,Concórdia do Pará,PA,0,0,0,0,0,"1,630","1,630",0,"1,630",Outras culturas e sistemas,Localizada,69,"5,991",613,"6,674",69
1502764,Cumaru do Norte,PA,0,0,0,0,0,0,0,0,0,,,"1,641","27,443",779,"29,863",2
1502772,Curionópolis,PA,0,0,0,0,0,0,0,0,0,,,29,"4,233",196,"4,458",4
1502806,Curralinho,PA,0,0,0,0,0,314,314,0,314,Outras culturas e sistemas,Outros ou sem predominância,19,"2,168",0,"2,186",0
1502855,Curuá,PA,0,0,0,0,0,0,0,0,0,,,0,"1,877",90,"1,967",0
1502905,Curuçá,PA,0,0,0,0,0,657,657,0,657,Outras culturas e sistemas,Outros ou sem predominância,168,"2,256",98,"2,522",167
1502939,Dom Eliseu,PA,0,0,0,0,0,114,114,0,114,Outras culturas e sistemas,Outros ou sem predominância,"21,768","22,639","3,205","47,612","7,123"
1502954,Eldorado do Carajás,PA,0,0,0,0,0,33,33,0,33,Outras culturas e sistemas,Outros ou sem predominância,1,"43,110",0,"43,110",1
1503002,Faro,PA,0,0,0,0,0,0,0,0,0,,,0,"7,380",0,"7,380",0
1503044,Floresta do Araguaia,PA,0,0,0,0,0,285,285,0,285,Outras culturas e sistemas,Aspersão - Outros,"1,636","60,612",644,"62,891",1
1503077,Garrafão do Norte,PA,0,0,0,0,0,"1,475","1,475",0,"1,475",Outras culturas e sistemas,Localizada,72,"25,405","1,010","26,487",0
1503093,Goianésia do Pará,PA,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,947,"84,264","3,538","88,749",271
1503101,Gurupá,PA,0,0,0,0,0,0,0,0,0,,,0,"4,282",0,"4,282",0
1503200,Igarapé-Açu,PA,0,0,0,0,0,"1,967","1,967",0,"1,967",Outras culturas e sistemas,Localizada,228,"12,315",615,"13,158",228
1503309,Igarapé-Miri,PA,0,0,0,0,0,80,80,0,80,Outras culturas e sistemas,Outros ou sem predominância,49,"6,035",746,"6,830",31
1503408,Inhangapi,PA,0,0,0,0,0,323,323,0,323,Outras culturas e sistemas,Outros ou sem predominância,28,"4,055",221,"4,305",28
1503457,Ipixuna do Pará,PA,0,0,0,0,0,818,818,0,818,Outras culturas e sistemas,Aspersão - Outros,"4,006","48,503","3,393","55,902","2,896"
1503507,Irituia,PA,0,0,0,0,0,217,217,0,217,Outras culturas e sistemas,Localizada,116,"24,903","1,299","26,317",116
1503606,Itaituba,PA,0,0,0,0,0,37,37,0,37,Outras culturas e sistemas,Outros ou sem predominância,"1,044","156,250","5,768","163,063",374
1503705,Itupiranga,PA,0,0,0,0,0,56,56,0,56,Outras culturas e sistemas,Localizada,88,"110,276","2,767","113,130",1
1503754,Jacareacanga,PA,0,0,0,0,0,0,0,0,0,,,682,"47,037","1,162","48,881",0
1503804,Jacundá,PA,0,0,0,0,0,51,51,0,51,Outras culturas e sistemas,Aspersão - Outros,711,"34,187","1,303","36,201",63
1503903,Juruti,PA,0,0,0,0,0,19,19,0,19,Outras culturas e sistemas,Outros ou sem predominância,353,"42,749","1,939","45,042",3
1504000,Limoeiro do Ajuru,PA,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,3,"1,424",142,"1,568",1
1504059,Mãe do Rio,PA,0,0,0,0,0,42,42,0,42,Outras culturas e sistemas,Outros ou sem predominância,67,"2,911",282,"3,261",67
1504109,Magalhães Barata,PA,0,0,0,0,0,192,192,0,192,Outras culturas e sistemas,Outros ou sem predominância,17,"1,394",89,"1,500",17
1504208,Marabá,PA,0,0,0,0,0,706,706,0,706,Outras culturas e sistemas,Aspersão - Outros,176,"167,191","1,352","168,719",43
1504307,Maracanã,PA,0,0,0,0,0,613,613,0,613,Outras culturas e sistemas,Outros ou sem predominância,66,"3,562",141,"3,769",54
1504406,Marapanim,PA,0,0,0,0,0,238,238,0,238,Outras culturas e sistemas,Outros ou sem predominância,89,"6,319",494,"6,901",89
1504422,Marituba,PA,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1504455,Medicilândia,PA,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,366,"52,412","4,178","56,957",70
1504505,Melgaço,PA,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Outros ou sem predominância,0,"4,117",0,"4,117",0
1504604,Mocajuba,PA,0,0,0,0,0,26,26,0,26,Outras culturas e sistemas,Localizada,33,"5,428",393,"5,854",17
1504703,Moju,PA,0,0,0,0,0,389,389,0,389,Outras culturas e sistemas,Localizada,"2,149","97,960","5,834","105,942","1,495"
1504752,Mojuí dos Campos,PA,0,0,0,0,0,603,603,0,603,Outras culturas e sistemas,Aspersão - Outros,"11,957","32,660","3,264","47,880","8,056"
1504802,Monte Alegre,PA,0,0,0,0,0,182,182,0,182,Outras culturas e sistemas,Outros ou sem predominância,"4,780","25,893","4,990","35,663",0
1504901,Muaná,PA,0,0,0,0,0,0,0,0,0,,,32,"2,332",0,"2,364",0
1504950,Nova Esperança do Piriá,PA,0,0,0,0,0,687,687,0,687,Outras culturas e sistemas,Outros ou sem predominância,"2,801","11,178",842,"14,822",0
1504976,Nova Ipixuna,PA,0,0,0,0,0,112,112,0,112,Outras culturas e sistemas,Aspersão - Outros,34,"25,465",500,"25,999",0
1505007,Nova Timboteua,PA,0,0,0,0,0,324,324,0,324,Outras culturas e sistemas,Localizada,48,"6,514",277,"6,839",48
1505031,Novo Progresso,PA,0,0,0,0,0,163,163,0,163,Outras culturas e sistemas,Localizada,"5,861","119,268","5,232","130,360",282
1505064,Novo Repartimento,PA,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Localizada,"1,087","204,330","4,041","209,459",5
1505106,Óbidos,PA,0,0,0,0,0,74,74,0,74,Outras culturas e sistemas,Outros ou sem predominância,0,"9,544",0,"9,544",0
1505205,Oeiras do Pará,PA,0,0,0,0,0,158,158,0,158,Outras culturas e sistemas,Localizada,96,"11,356","1,246","12,698",0
1505304,Oriximiná,PA,0,0,0,0,0,58,58,0,58,Outras culturas e sistemas,Outros ou sem predominância,0,"28,896",0,"28,896",0
1505403,Ourém,PA,0,0,0,0,0,106,106,0,106,Outras culturas e sistemas,Localizada,83,"11,422",422,"11,927",76
1505437,Ourilândia do Norte,PA,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,55,"6,611",275,"6,941",3
1505486,Pacajá,PA,0,0,0,0,0,42,42,0,42,Outras culturas e sistemas,Outros ou sem predominância,96,"99,353","3,033","102,482",35
1505494,Palestina do Pará,PA,0,0,0,0,0,39,39,0,39,Outras culturas e sistemas,Localizada,1,"24,018",62,"24,082",0
1505502,Paragominas,PA,0,0,0,0,0,"3,578","3,578",0,"3,578",Outras culturas e sistemas,Outros ou sem predominância,"47,661","93,818","9,333","150,813","25,207"
1505536,Parauapebas,PA,0,0,0,0,0,150,150,0,150,Outras culturas e sistemas,Outros ou sem predominância,34,"11,407",190,"11,632",16
1505551,Pau D'Arco,PA,0,0,0,0,0,0,0,0,0,,,38,"3,366",223,"3,627",33
1505601,Peixe-Boi,PA,0,0,0,0,0,60,60,0,60,Outras culturas e sistemas,Outros ou sem predominância,25,"7,444",360,"7,829",25
1505635,Piçarra,PA,0,0,0,0,0,0,0,0,0,,,10,"26,119",92,"26,221",0
1505650,Placas,PA,0,0,0,0,0,59,59,0,59,Outras culturas e sistemas,Outros ou sem predominância,"1,053","57,839","5,075","63,967",692
1505700,Ponta de Pedras,PA,0,0,0,0,0,0,0,0,0,,,114,"5,488",991,"6,593",0
1505809,Portel,PA,0,0,0,0,0,0,0,0,0,,,123,"76,647","4,056","80,827",0
1505908,Porto de Moz,PA,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Outros ou sem predominância,5,"6,829",932,"7,766",0
1506005,Prainha,PA,0,0,0,0,0,0,0,0,0,,,"1,794","32,217","4,412","38,424",173
1506104,Primavera,PA,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,56,"1,994",73,"2,123",55
1506112,Quatipuru,PA,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Localizada,11,"1,208",76,"1,295",3
1506138,Redenção,PA,0,0,0,0,0,194,194,0,194,Outras culturas e sistemas,Localizada,"1,628","9,712",558,"11,898",300
1506161,Rio Maria,PA,0,0,0,0,0,0,0,0,0,,,330,"21,050",574,"21,954",0
1506187,Rondon do Pará,PA,0,0,0,0,0,498,498,0,498,Outras culturas e sistemas,Localizada,"16,491","81,486","7,137","105,115","1,263"
1506195,Rurópolis,PA,0,0,0,0,0,146,146,0,146,Outras culturas e sistemas,Localizada,837,"66,429","4,202","71,468",280
1506203,Salinópolis,PA,0,0,0,0,0,0,0,0,0,,,6,790,44,839,6
1506302,Salvaterra,PA,"2,800",0,0,0,0,57,"2,857",0,"2,857",Arroz,Superficial,2,"1,204",0,"1,205",2
1506351,Santa Bárbara do Pará,PA,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Outros ou sem predominância,60,"1,239",252,"1,551",60
1506401,Santa Cruz do Arari,PA,0,0,0,0,0,0,0,0,0,,,7,549,0,555,0
1506500,Santa Izabel do Pará,PA,0,0,0,0,0,596,596,0,596,Outras culturas e sistemas,Outros ou sem predominância,171,"4,751",529,"5,451",171
1506559,Santa Luzia do Pará,PA,0,0,0,0,0,191,191,0,191,Outras culturas e sistemas,Localizada,8,"29,452",227,"29,687",6
1506583,Santa Maria das Barreiras,PA,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,"5,183","48,051","1,087","54,322",1
1506609,Santa Maria do Pará,PA,0,0,0,0,0,242,242,0,242,Outras culturas e sistemas,Localizada,99,"4,488",545,"5,132",99
1506708,Santana do Araguaia,PA,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Outros ou sem predominância,"15,219","49,210","1,372","65,801","5,773"
1506807,Santarém,PA,0,0,0,0,0,706,706,0,706,Outras culturas e sistemas,Localizada,"8,611","62,975","4,780","76,366","5,912"
1506906,Santarém Novo,PA,0,0,0,0,0,64,64,0,64,Outras culturas e sistemas,Outros ou sem predominância,3,"1,179",0,"1,182",3
1507003,Santo Antônio do Tauá,PA,0,0,0,0,0,773,773,0,773,Outras culturas e sistemas,Outros ou sem predominância,149,"4,327",737,"5,212",149
1507102,São Caetano de Odivelas,PA,0,0,0,0,0,363,363,0,363,Outras culturas e sistemas,Outros ou sem predominância,44,"2,578",222,"2,844",44
1507151,São Domingos do Araguaia,PA,0,0,0,0,0,52,52,0,52,Outras culturas e sistemas,Aspersão - Outros,8,"10,172",433,"10,613",0
1507201,São Domingos do Capim,PA,0,0,0,0,0,661,661,0,661,Outras culturas e sistemas,Outros ou sem predominância,191,"28,910","1,336","30,437",160
1507300,São Félix do Xingu,PA,0,0,0,0,0,118,118,0,118,Outras culturas e sistemas,Outros ou sem predominância,"1,829","381,699","1,766","385,294",21
1507409,São Francisco do Pará,PA,0,0,0,0,0,264,264,0,264,Outras culturas e sistemas,Aspersão - Outros,169,"5,507",324,"6,000",169
1507458,São Geraldo do Araguaia,PA,0,0,0,0,0,0,0,0,0,,,55,"34,483",358,"34,896",0
1507466,São João da Ponta,PA,0,0,0,0,0,195,195,0,195,Outras culturas e sistemas,Localizada,29,"2,214",141,"2,383",29
1507474,São João de Pirabas,PA,0,0,0,0,0,46,46,0,46,Outras culturas e sistemas,Outros ou sem predominância,16,"2,590",99,"2,704",8
1507508,São João do Araguaia,PA,0,0,0,0,0,145,145,0,145,Outras culturas e sistemas,Localizada,17,"33,702",290,"34,008",0
1507607,São Miguel do Guamá,PA,0,0,0,0,0,613,613,0,613,Outras culturas e sistemas,Localizada,123,"9,539",897,"10,559",122
1507706,São Sebastião da Boa Vista,PA,0,0,0,0,0,0,0,0,0,,,2,760,0,761,0
1507755,Sapucaia,PA,0,0,0,0,0,0,0,0,0,,,87,"3,737",197,"4,021",0
1507805,Senador José Porfírio,PA,0,0,0,0,0,110,110,0,110,Outras culturas e sistemas,Outros ou sem predominância,3,"24,645",250,"24,898",2
1507904,Soure,PA,0,0,0,0,0,0,0,0,0,,,4,"4,639",21,"4,664",0
1507953,Tailândia,PA,0,0,0,0,0,"1,242","1,242",0,"1,242",Outras culturas e sistemas,Localizada,"7,701","38,211","2,841","48,752","2,098"
1507961,Terra Alta,PA,0,0,0,0,0,104,104,0,104,Outras culturas e sistemas,Localizada,41,"1,570",127,"1,738",41
1507979,Terra Santa,PA,0,0,0,0,0,0,0,0,0,,,36,"10,575",977,"11,589",0
1508001,Tomé-Açu,PA,0,0,0,0,0,"8,270","8,270",0,"8,270",Outras culturas e sistemas,Localizada,"9,152","47,078","3,776","60,006","5,797"
1508035,Tracuateua,PA,0,0,0,0,0,80,80,0,80,Outras culturas e sistemas,Outros ou sem predominância,166,"7,565",416,"8,147",73
1508050,Trairão,PA,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Outros ou sem predominância,431,"60,876","2,753","64,060",58
1508084,Tucumã,PA,0,0,0,0,0,497,497,0,497,Outras culturas e sistemas,Outros ou sem predominância,27,"13,015",47,"13,088",27
1508100,Tucuruí,PA,0,0,0,0,0,272,272,0,272,Outras culturas e sistemas,Outros ou sem predominância,606,"51,496",575,"52,677",1
1508126,Ulianópolis,PA,0,0,0,641,641,"5,391","6,033",0,"6,033",Outras culturas e sistemas,Outros ou sem predominância,"13,537","33,242","2,534","49,312","4,679"
1508159,Uruará,PA,0,0,0,0,0,234,234,0,234,Outras culturas e sistemas,Localizada,946,"85,992","5,216","92,154",319
1508209,Vigia,PA,0,0,0,0,0,351,351,0,351,Outras culturas e sistemas,Localizada,50,"2,626",536,"3,212",50
1508308,Viseu,PA,0,0,0,0,0,138,138,0,138,Outras culturas e sistemas,Outros ou sem predominância,48,"68,652",803,"69,503",15
1508357,Vitória do Xingu,PA,0,0,0,0,0,80,80,0,80,Outras culturas e sistemas,Localizada,78,"19,671",969,"20,717",68
1508407,Xinguara,PA,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Outros ou sem predominância,130,"26,866",250,"27,246",8
1600055,Serra do Navio,AP,0,0,0,0,0,0,0,0,0,,,11,447,0,457,0
1600105,Amapá,AP,0,0,0,0,0,0,0,0,0,,,"1,088","1,659",606,"3,353",0
1600154,Pedra Branca do Amapari,AP,0,0,0,0,0,0,0,0,0,,,82,"4,344",111,"4,536",0
1600204,Calçoene,AP,0,0,0,0,0,0,0,0,0,,,5,"3,772",193,"3,970",0
1600212,Cutias,AP,0,0,0,0,0,0,0,0,0,,,316,"6,761",218,"7,295",0
1600238,Ferreira Gomes,AP,0,0,0,0,0,0,0,0,0,,,"2,321","3,865",244,"6,430",0
1600253,Itaubal,AP,0,0,0,0,0,547,547,0,547,Outras culturas e sistemas,Outros ou sem predominância,"2,975","1,874",142,"4,991",0
1600279,Laranjal do Jari,AP,0,0,0,0,0,0,0,0,0,,,0,"2,333",0,"2,333",0
1600303,Macapá,AP,0,0,0,0,0,"4,239","4,239",0,"4,239",Outras culturas e sistemas,Superficial,"12,565","13,618",595,"26,777",0
1600402,Mazagão,AP,0,0,0,0,0,204,204,0,204,Outras culturas e sistemas,Outros ou sem predominância,18,"7,237",0,"7,255",0
1600501,Oiapoque,AP,0,0,0,0,0,43,43,0,43,Outras culturas e sistemas,Outros ou sem predominância,0,"2,447",0,"2,447",0
1600535,Porto Grande,AP,0,0,0,0,0,0,0,0,0,,,535,"10,007",214,"10,755",0
1600550,Pracuúba,AP,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,352,"1,501",172,"2,025",0
1600600,Santana,AP,0,0,0,0,0,166,166,0,166,Outras culturas e sistemas,Outros ou sem predominância,163,"1,878",0,"2,041",0
1600709,Tartarugalzinho,AP,0,0,0,0,0,116,116,0,116,Outras culturas e sistemas,Outros ou sem predominância,"5,447","4,692","1,281","11,420",0
1600808,Vitória do Jari,AP,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,0,"3,269",0,"3,269",0
1700251,Abreulândia,TO,0,0,0,0,0,0,0,0,0,,,"2,366","1,192",611,"4,168","1,856"
1700301,Aguiarnópolis,TO,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,47,"2,713",80,"2,840",9
1700350,Aliança do Tocantins,TO,0,0,0,137,137,0,137,0,137,Pivôs centrais,Aspersão - Pivôs Centrais,"1,455","2,567",199,"4,221",913
1700400,Almas,TO,0,0,0,0,0,0,0,0,0,,,"2,066","22,034",367,"24,467","1,999"
1700707,Alvorada,TO,0,0,0,0,0,0,0,0,0,,,483,95,0,579,259
1701002,Ananás,TO,0,0,0,0,0,0,0,0,0,,,69,"29,093",809,"29,971",10
1701051,Angico,TO,0,0,0,0,0,0,0,0,0,,,35,"3,007",275,"3,317",22
1701101,Aparecida do Rio Negro,TO,0,0,0,100,100,0,100,0,100,Pivôs centrais,Aspersão - Pivôs Centrais,"9,619","1,841",60,"11,519","7,314"
1701309,Aragominas,TO,0,0,0,0,0,0,0,0,0,,,32,"17,781",358,"18,171",4
1701903,Araguacema,TO,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Outros ou sem predominância,"4,715","13,613",412,"18,741","2,252"
1702000,Araguaçu,TO,0,0,0,256,256,499,756,0,756,Outras culturas e sistemas,Outros ou sem predominância,"1,187","1,544",50,"2,780",817
1702109,Araguaína,TO,0,0,0,49,49,447,496,0,496,Outras culturas e sistemas,Localizada,"2,103","23,744","1,916","27,763",904
1702158,Araguanã,TO,0,0,0,0,0,0,0,0,0,,,39,"20,340",127,"20,505",0
1702208,Araguatins,TO,0,0,0,0,0,115,115,0,115,Outras culturas e sistemas,Localizada,118,"34,492",530,"35,140",16
1702307,Arapoema,TO,0,0,0,0,0,0,0,0,0,,,149,"30,706",228,"31,083",0
1702406,Arraias,TO,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,630,"51,909","2,197","54,736",575
1702554,Augustinópolis,TO,0,0,0,0,0,0,0,0,0,,,5,"3,514",0,"3,519",4
1702703,Aurora do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,"3,944","19,685","1,681","25,310","2,862"
1702901,Axixá do Tocantins,TO,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Aspersão - Outros,0,"1,905",0,"1,905",0
1703008,Babaçulândia,TO,0,0,0,0,0,37,37,0,37,Outras culturas e sistemas,Outros ou sem predominância,459,"15,126",284,"15,869",103
1703057,Bandeirantes do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,76,"6,692",439,"7,207",0
1703073,Barra do Ouro,TO,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Outros ou sem predominância,"3,438","7,582",883,"11,903","2,699"
1703107,Barrolândia,TO,0,0,0,0,0,0,0,0,0,,,17,552,72,641,17
1703206,Bernardo Sayão,TO,0,0,0,0,0,0,0,0,0,,,45,"8,107",95,"8,247",7
1703305,Bom Jesus do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,"7,272","7,647",52,"14,971","4,042"
1703602,Brasilândia do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,323,"2,583",351,"3,257",0
1703701,Brejinho de Nazaré,TO,0,0,0,947,947,0,947,0,947,Pivôs centrais,Aspersão - Pivôs Centrais,"6,294","7,681",330,"14,304","3,016"
1703800,Buriti do Tocantins,TO,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,8,"2,372",64,"2,443",0
1703826,Cachoeirinha,TO,0,0,0,0,0,19,19,0,19,Outras culturas e sistemas,Localizada,4,"1,478",57,"1,538",0
1703842,Campos Lindos,TO,0,0,0,365,365,61,426,0,426,Pivôs centrais,Aspersão - Pivôs Centrais,"19,243","2,285","1,765","23,294","12,816"
1703867,Cariri do Tocantins,TO,0,0,0,740,740,136,876,0,876,Pivôs centrais,Aspersão - Pivôs Centrais,"2,106",62,83,"2,251","1,124"
1703883,Carmolândia,TO,0,0,0,0,0,0,0,0,0,,,5,"2,641",83,"2,729",5
1703891,Carrasco Bonito,TO,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,10,"1,112",20,"1,143",0
1703909,Caseara,TO,0,0,0,66,66,0,66,0,66,Pivôs centrais,Aspersão - Pivôs Centrais,"3,560",256,208,"4,023","2,207"
1704105,Centenário,TO,0,0,0,0,0,0,0,0,0,,,"2,129","6,543",710,"9,381",18
1704600,Chapada de Areia,TO,0,0,0,0,0,0,0,0,0,,,28,813,39,879,21
1705102,Chapada da Natividade,TO,0,0,0,0,0,0,0,0,0,,,"2,576","4,946",37,"7,559","1,970"
1705508,Colinas do Tocantins,TO,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Aspersão - Outros,91,"3,213",411,"3,715",79
1705557,Combinado,TO,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Outros ou sem predominância,142,"1,545",213,"1,901",0
1705607,Conceição do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,23,"10,556",226,"10,806",17
1706001,Couto Magalhães,TO,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Outros ou sem predominância,"2,174","14,400",340,"16,914","1,146"
1706100,Cristalândia,TO,"3,446",0,0,0,0,"2,896","6,342",0,"6,342",Arroz,Superficial,"1,213","2,987",210,"4,410","1,079"
1706258,Crixás do Tocantins,TO,141,0,0,0,0,27,168,0,168,Arroz,Superficial,940,805,99,"1,844",457
1706506,Darcinópolis,TO,0,0,0,0,0,29,29,0,29,Outras culturas e sistemas,Outros ou sem predominância,"3,010","7,662",548,"11,220",523
1707009,Dianópolis,TO,0,0,0,79,79,676,755,0,755,Outras culturas e sistemas,Localizada,"5,297","14,221",855,"20,373","2,990"
1707108,Divinópolis do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,"1,328",914,317,"2,560",136
1707207,Dois Irmãos do Tocantins,TO,0,0,0,0,0,0,0,0,0,,,"1,503","3,689",574,"5,767","1,439"
1707306,Dueré,TO,"6,673",0,0,0,0,419,"7,092",0,"7,092",Arroz,Superficial,"4,244","4,981",194,"9,420","1,327"
1707405,Esperantina,TO,0,0,0,0,0,65,65,0,65,Outras culturas e sistemas,Outros ou sem predominância,26,"3,863",206,"4,094",6
1707553,Fátima,TO,0,0,0,0,0,0,0,0,0,,,468,48,58,574,468
1707652,Figueirópolis,TO,0,0,0,238,238,0,238,0,238,Pivôs centrais,Aspersão - Pivôs Centrais,"2,354","4,493",133,"6,979","1,269"
1707702,Filadélfia,TO,0,0,0,0,0,48,48,0,48,Outras culturas e sistemas,Outros ou sem predominância,138,"17,909",491,"18,539",7
1708205,Formoso do Araguaia,TO,"26,758",0,0,0,0,97,"26,855",0,"26,855",Arroz,Superficial,"2,811","16,163",300,"19,274","1,683"
