COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar
2931202;Taperoá;29;BA;;2,0;50,0;2,0;49;5,0;1,0;53;54;;54;;54;;53;1,0;52;2,0;34,0;20,0;53;1,0;;54;54;;6107;198;14,0;20;;;;;;;;;12;11,0;12;20;20;50,0;54,0;51,0;50;15,0;13,0;14,0;;;;;;;;;;;;;;;;;57,0;4,0;8,0;;;
2611606;Recife;26;PE;3,0;159,0;316,0;558,0;577;459,0;13,0;1023;1036;;1033;3,0;1035;1,0;1028;8,0;1006;30,0;69,0;967,0;1034;2,0;;1036;1036;;371059;14107;1290,0;1890;;;;;;;;;1493;1503,0;1538;1604;1549;2577,0;2671,0;2659,0;2643;2379,0;2403,0;2120,0;;147,0;276,0;332,0;311,0;184,0;;;;;1,0;68,0;761,0;;;21,0;206,0;525,0;433,0;;;
2910727;Eunápolis;29;BA;1,0;5,0;39,0;18,0;41;22,0;;63;63;;63;;63;;63;;63;;3,0;60,0;63;;;63;63;;28204;1247;97,0;193;;;;;;;;;154;178,0;221;203;184;234,0;261,0;243,0;231;124,0;114,0;106,0;;;56,0;68,0;67,0;57,0;;;;;;;40,0;;;;39,0;60,0;26,0;;11,0;
2914604;Irecê;29;BA;1,0;4,0;36,0;22,0;33;30,0;2,0;61;63;;63;;63;;62;1,0;58;5,0;;63,0;63;;1,0;62;63;;22253;920;101,0;124;;;;;;;;;96;101,0;113;116;115;155,0;155,0;164,0;159;136,0;128,0;114,0;;;44,0;54,0;42,0;27,0;6,0;;;;;;15,0;;;;7,0;16,0;19,0;;3,0;
2101004;Arari;21;MA;;4,0;58,0;1,0;14;49,0;3,0;60;63;;63;;63;;60;3,0;62;1,0;41,0;22,0;40;23,0;1,0;62;62;1,0;7652;507;36,0;39;;;;;;;;;19;17,0;29;17;22;70,0;107,0;115,0;111;59,0;61,0;66,0;;;;;;;;;;;;;;;;;;6,0;10,0;;;
2603926;Carnaubeira da Penha;26;PE;;43,0;28,0;;54;17,0;3,0;68;71;;71;;68;3,0;71;;60;11,0;68,0;3,0;52;19,0;2,0;69;69;2,0;5046;377;24,0;26;;;;;;;;;12;12,0;7;12;21;87,0;91,0;84,0;85;94,0;93,0;79,0;;;;;;;;10,0;10,0;;;;;;;;54,0;65,0;11,0;;;
2109601;Rosário;21;MA;1,0;6,0;61,0;2,0;27;43,0;1,0;69;70;;69;1,0;69;1,0;70;;61;9,0;28,0;42,0;69;1,0;;70;70;;17250;610;60,0;74;;;;;;;;;25;23,0;31;32;34;106,0;115,0;106,0;94;67,0;73,0;69,0;;;17,0;14,0;17,0;;;;;;;;10,0;;;;19,0;49,0;20,0;;;
2100907;Araioses;21;MA;1,0;5,0;72,0;2,0;58;22,0;2,0;78;80;;80;;80;;76;4,0;79;1,0;61,0;19,0;79;1,0;;80;80;;10280;716;27,0;73;;;;;;;;;29;32,0;60;51;49;135,0;146,0;131,0;131;58,0;62,0;63,0;;;26,0;17,0;26,0;;;;;;;;11,0;;;;21,0;16,0;10,0;;;
2616407;Vitória de Santo Antão;26;PE;1,0;9,0;61,0;58,0;87;42,0;1,0;128;128;1,0;128;1,0;129;;128;1,0;122;7,0;40,0;89,0;125;4,0;;129;129;;34234;1423;67,0;194;;;;;;;;;151;149,0;170;162;161;263,0;284,0;256,0;237;175,0;151,0;143,0;;8,0;54,0;51,0;52,0;;;;;;;;100,0;;6,0;;42,0;125,0;70,0;;7,0;
2102325;Buriticupu;21;MA;1,0;12,0;72,0;5,0;30;60,0;9,0;81;90;;90;;82;8,0;87;3,0;75;15,0;21,0;69,0;87;3,0;;90;90;;19435;1100;135,0;131;;;;;;;;;81;76,0;90;93;110;172,0;199,0;181,0;152;75,0;79,0;66,0;;;32,0;29,0;30,0;;;13,0;8,0;13,0;5,0;;17,0;;;;20,0;33,0;25,0;;23,0;
2600054;Abreu e Lima;26;PE;1,0;13,0;32,0;26,0;58;14,0;1,0;71;72;;71;1,0;72;;71;1,0;69;3,0;13,0;59,0;72;;1,0;71;72;;22711;766;18,0;99;;;;;;;;;68;69,0;70;78;82;170,0;170,0;176,0;183;147,0;149,0;130,0;;2,0;9,0;;;;;;;;;;33,0;;;2,0;24,0;95,0;98,0;;;
2806701;São Cristóvão;28;SE;2,0;13,0;30,0;21,0;34;32,0;;66;66;;66;;66;;65;1,0;60;6,0;7,0;59,0;66;;;66;66;;20346;926;46,0;110;;;;;;;;;83;77,0;95;97;95;205,0;228,0;220,0;201;156,0;146,0;142,0;;;41,0;35,0;33,0;;;;;;;13,0;42,0;;;;6,0;55,0;44,0;;4,0;
2918407;Juazeiro;29;BA;1,0;19,0;134,0;37,0;86;105,0;2,0;189;191;;190;1,0;190;1,0;189;2,0;180;11,0;15,0;176,0;191;;1,0;190;191;;69686;2656;245,0;305;;;;;;;;;173;178,0;195;190;182;585,0;614,0;591,0;575;491,0;459,0;425,0;;;73,0;78,0;73,0;15,0;;;;;;6,0;193,0;;;;34,0;155,0;108,0;;29,0;
2106904;Monção;21;MA;;3,0;99,0;4,0;31;75,0;23,0;83;106;;106;;84;22,0;103;3,0;89;17,0;89,0;17,0;38;68,0;;106;106;;9380;613;59,0;64;;;;;;;;;28;26,0;35;34;37;111,0;100,0;88,0;75;39,0;47,0;45,0;;;;;;;;;;;;;;;;;16,0;23,0;22,0;;;
2100956;Arame;21;MA;;33,0;79,0;2,0;56;58,0;37,0;77;114;;114;;82;32,0;113;1,0;102;12,0;96,0;18,0;108;6,0;4,0;110;110;4,0;7771;524;17,0;39;;;;;;;;;23;19,0;21;28;30;120,0;115,0;94,0;89;46,0;65,0;63,0;;;;;;;;;;;;;;;;;;10,0;28,0;;;
2704302;Maceió;27;AL;3,0;100,0;141,0;293,0;334;203,0;2,0;535;536;1,0;536;1,0;536;1,0;535;2,0;517;20,0;61,0;476,0;537;;;537;537;;200174;8149;566,0;887;;;;;;;;;1113;1122,0;1163;1147;1119;1892,0;1931,0;1909,0;1809;1700,0;1622,0;1491,0;;10,0;182,0;162,0;148,0;84,0;;;;;;78,0;286,0;;;12,0;235,0;521,0;469,0;;;
2918001;Jequié;29;BA;1,0;11,0;86,0;53,0;110;41,0;3,0;148;151;;150;1,0;151;;146;5,0;143;8,0;27,0;124,0;148;3,0;1,0;150;151;;39925;1605;114,0;211;;;;;;;;;191;197,0;222;207;214;403,0;406,0;397,0;359;250,0;260,0;232,0;;;73,0;77,0;75,0;67,0;;;;;;;136,0;;8,0;;43,0;125,0;52,0;;103,0;
2103208;Chapadinha;21;MA;;4,0;135,0;10,0;57;92,0;;149;149;;148;1,0;149;;147;2,0;148;1,0;110,0;39,0;141;8,0;;149;149;;31057;1103;72,0;130;;;;;;;;;84;106,0;118;129;129;256,0;254,0;243,0;223;112,0;122,0;109,0;;;;;;;;;;;;;;;;;94,0;43,0;39,0;;;
2601706;Belo Jardim;26;PE;1,0;10,0;57,0;16,0;66;18,0;;84;84;;84;;84;;82;2,0;77;7,0;24,0;60,0;84;;;84;84;;19747;880;74,0;122;;;;;;;;;73;72,0;82;73;71;166,0;175,0;172,0;146;102,0;112,0;92,0;;2,0;56,0;62,0;61,0;;;;12,0;;;;57,0;;;;23,0;82,0;55,0;;5,0;
2925303;Porto Seguro;29;BA;1,0;7,0;101,0;26,0;81;54,0;1,0;134;135;;135;;134;1,0;131;4,0;121;14,0;60,0;75,0;128;7,0;3,0;132;134;1,0;43536;1760;178,0;275;;;;;;;;;226;220,0;238;251;246;394,0;436,0;379,0;337;247,0;247,0;228,0;;;48,0;34,0;37,0;30,0;;;;;;2,0;1,0;;;;46,0;135,0;16,0;;2,0;
2102002;Bom Jardim;21;MA;;12,0;94,0;;28;78,0;10,0;96;106;;106;;100;6,0;95;11,0;81;25,0;55,0;51,0;93;13,0;4,0;102;102;4,0;11733;689;70,0;81;;;;;;;;;29;29,0;30;24;31;79,0;97,0;89,0;91;67,0;79,0;71,0;;;;;;;;;;;;;;;;;7,0;20,0;28,0;;;
2924009;Paulo Afonso;29;BA;1,0;6,0;66,0;22,0;69;26,0;;95;95;;95;;95;;94;1,0;87;8,0;31,0;64,0;95;;;95;95;;29262;1175;116,0;167;;;;;;;;;112;129,0;135;163;172;250,0;242,0;238,0;228;139,0;124,0;118,0;;;130,0;121,0;100,0;79,0;;;;;;42,0;45,0;;;;26,0;106,0;49,0;;63,0;
2203701;Esperantina;22;PI;;6,0;43,0;9,0;15;43,0;1,0;57;58;;57;1,0;58;;56;2,0;58;;28,0;30,0;58;;;58;58;;11200;508;30,0;52;;;;;;;;;46;45,0;55;56;60;150,0;150,0;144,0;147;59,0;66,0;57,0;;;38,0;32,0;30,0;;;;;;;4,0;4,0;;;;17,0;25,0;19,0;;16,0;
2303501;Cascavel;23;CE;;5,0;55,0;8,0;22;46,0;;68;68;;68;;68;;65;3,0;64;4,0;38,0;30,0;62;6,0;;68;68;;19230;695;93,0;91;;;;;;;;;47;43,0;44;42;48;168,0;167,0;181,0;172;100,0;98,0;87,0;;;21,0;23,0;25,0;;;;;;;;30,0;;5,0;;17,0;20,0;35,0;;;
2305407;Icó;23;CE;;5,0;64,0;11,0;25;55,0;2,0;78;80;;80;;79;1,0;78;2,0;62;18,0;37,0;43,0;66;14,0;;80;80;;17294;820;93,0;114;;;;;;;;;69;68,0;63;57;66;220,0;189,0;176,0;173;69,0;62,0;58,0;;;15,0;18,0;22,0;;;;;;;6,0;6,0;;;;7,0;26,0;18,0;;;
2610905;Pesqueira;26;PE;1,0;44,0;48,0;11,0;47;57,0;3,0;101;104;;103;1,0;99;5,0;101;3,0;79;25,0;73,0;31,0;70;34,0;1,0;103;103;1,0;21318;909;87,0;103;;;;;;;;;72;78,0;86;83;77;218,0;220,0;207,0;190;104,0;116,0;88,0;;;;;;;56,0;;;;;;23,0;;;4,0;106,0;130,0;45,0;;;
2930709;Simões Filho;29;BA;1,0;10,0;79,0;20,0;63;47,0;;110;110;;110;;109;1,0;109;1,0;108;2,0;5,0;105,0;108;2,0;;110;110;;31759;1248;116,0;152;;;;;;;;;86;86,0;101;87;93;290,0;283,0;293,0;280;179,0;149,0;155,0;;;68,0;79,0;55,0;50,0;;;;;;;49,0;;;;84,0;89,0;74,0;;29,0;
2112100;Timbiras;21;MA;;2,0;53,0;2,0;45;12,0;15,0;42;57;;57;;36;21,0;55;2,0;55;2,0;35,0;22,0;57;;2,0;55;55;2,0;8053;374;31,0;58;;;;;;;;;36;35,0;39;39;31;84,0;87,0;81,0;69;41,0;43,0;41,0;;;;;;;;;;;;;;;;;6,0;16,0;22,0;;;
2605459;Fernando de Noronha;26;PE;;2,0;;;1;1,0;;2;2;;2;;2;;2;;2;;;2,0;2;;;2;2;;640;33;10,0;5;;;;;;;;;2;2,0;1;1;2;7,0;8,0;7,0;7;8,0;9,0;9,0;;2,0;;;;;;;;;;;;;;;1,0;;;;;
2403251;Parnamirim;24;RN;1,0;13,0;67,0;77,0;83;75,0;1,0;157;158;;158;;158;;157;1,0;153;5,0;1,0;157,0;158;;;158;158;;56604;2527;267,0;356;;;;;;;;;320;325,0;322;327;335;518,0;495,0;467,0;487;366,0;344,0;313,0;;;52,0;55,0;62,0;28,0;;;;;;39,0;60,0;;;;28,0;94,0;71,0;;;
2933604;Xique-Xique;29;BA;1,0;2,0;123,0;5,0;120;11,0;14,0;117;131;;131;;131;;130;1,0;109;22,0;79,0;52,0;131;;37,0;94;131;;15245;730;44,0;76;;;;;;;;;44;48,0;43;37;38;145,0;160,0;141,0;133;90,0;75,0;65,0;7,0;;47,0;29,0;26,0;19,0;;9,0;8,0;20,0;7,0;;25,0;;;;60,0;51,0;6,0;;4,0;
2102507;Cajari;21;MA;;2,0;56,0;1,0;12;47,0;4,0;55;59;;58;1,0;59;;57;2,0;54;5,0;59,0;;36;23,0;;59;59;;5406;363;10,0;19;;;;;;;;;12;6,0;9;11;16;53,0;53,0;41,0;43;29,0;31,0;29,0;;;;;;;;;;;;;;;;;6,0;13,0;;;;
2929206;São Francisco do Conde;29;BA;;2,0;51,0;6,0;30;29,0;1,0;58;59;;59;;59;;59;;56;3,0;;59,0;59;;;59;59;;10221;475;67,0;57;;;;;;;;;57;57,0;66;64;60;69,0;74,0;68,0;65;34,0;29,0;24,0;;;;;;;;;;;;;;;;;43,0;28,0;22,0;;;
2100204;Alcântara;21;MA;2,0;3,0;45,0;1,0;27;24,0;;51;51;;51;;51;;49;2,0;51;;45,0;6,0;18;33,0;1,0;50;50;1,0;5296;352;11,0;31;;;;;;;;;13;17,0;23;25;25;106,0;116,0;106,0;103;26,0;25,0;32,0;;;20,0;25,0;16,0;;1,0;;;;;;19,0;;;;4,0;16,0;33,0;;7,0;
2506301;Guarabira;25;PB;1,0;11,0;41,0;16,0;46;23,0;1,0;68;69;;67;2,0;69;;68;1,0;68;1,0;4,0;65,0;69;;;69;69;;16287;793;60,0;95;;;;;;;;;61;62,0;65;68;72;190,0;184,0;184,0;191;124,0;113,0;123,0;;;57,0;62,0;49,0;21,0;;;;;;;;;;3,0;23,0;60,0;51,0;;;
2108256;Pedro do Rosário;21;MA;;5,0;79,0;;26;58,0;13,0;71;84;;84;;69;15,0;84;;77;7,0;77,0;7,0;73;11,0;;84;84;;7820;591;61,0;57;;;;;;;;;27;20,0;22;25;35;127,0;132,0;120,0;113;24,0;48,0;46,0;;;;;;;;;;;;;;;;;12,0;5,0;32,0;;;
2902708;Barra;29;BA;;4,0;67,0;2,0;62;11,0;4,0;69;73;;73;;73;;72;1,0;68;5,0;29,0;44,0;73;;3,0;70;73;;15306;645;71,0;99;;;;;;;;;45;39,0;63;51;65;217,0;239,0;231,0;212;54,0;54,0;55,0;;;6,0;7,0;7,0;5,0;;;;;;;2,0;;;;9,0;23,0;7,0;;;
2931905;Tucano;29;BA;;3,0;54,0;8,0;21;44,0;2,0;63;65;;65;;65;;63;2,0;60;5,0;24,0;41,0;65;;;65;65;;13277;685;124,0;69;;;;;;;;;35;34,0;53;55;51;148,0;151,0;146,0;132;57,0;61,0;56,0;;;8,0;10,0;11,0;9,0;;;;;;1,0;8,0;;;;9,0;27,0;18,0;;10,0;
2510808;Patos;25;PB;1,0;12,0;48,0;33,0;59;35,0;;94;94;;93;1,0;94;;93;1,0;93;1,0;5,0;89,0;94;;;94;94;;24457;1228;136,0;150;;;;;;;;;94;98,0;104;119;124;277,0;301,0;287,0;297;203,0;190,0;168,0;;;74,0;78,0;72,0;3,0;;;;11,0;6,0;25,0;66,0;;11,0;;18,0;51,0;74,0;;;
2926608;Ribeira do Pombal;29;BA;;4,0;35,0;13,0;23;29,0;;52;52;;52;;52;;49;3,0;47;5,0;14,0;38,0;52;;;52;52;;14300;754;67,0;86;;;;;;;;;76;83,0;87;79;83;183,0;180,0;175,0;171;69,0;66,0;65,0;;;38,0;37,0;36,0;20,0;;;;;;;7,0;;;;9,0;34,0;18,0;;4,0;
2909802;Cruz das Almas;29;BA;;4,0;46,0;18,0;43;25,0;;68;68;;68;;68;;67;1,0;65;3,0;2,0;66,0;67;1,0;;68;68;;15457;748;71,0;81;;;;;;;;;61;76,0;81;81;81;170,0;176,0;171,0;144;88,0;87,0;87,0;;;36,0;40,0;33,0;28,0;;;;;;;19,0;;;;11,0;45,0;26,0;;16,0;
2313401;Tianguá;23;CE;1,0;7,0;55,0;9,0;31;41,0;1,0;71;72;;72;;72;;71;1,0;69;3,0;12,0;60,0;72;;;72;72;;25053;846;92,0;97;;;;;;;;;53;52,0;48;42;52;183,0;190,0;183,0;173;120,0;115,0;105,0;;;36,0;25,0;24,0;;;;;;;;22,0;;;;14,0;13,0;31,0;;;
2609600;Olinda;26;PE;1,0;39,0;72,0;122,0;145;89,0;1,0;233;234;;234;;233;1,0;227;7,0;215;19,0;12,0;222,0;234;;;234;234;;76143;3314;184,0;440;;;;;;;;;355;372,0;385;392;387;778,0;787,0;788,0;752;618,0;636,0;573,0;;34,0;;;;;;;;2,0;2,0;8,0;41,0;;;;48,0;259,0;187,0;;;
2106607;Matões;21;MA;;4,0;54,0;2,0;20;40,0;1,0;59;60;;60;;60;;58;2,0;57;3,0;27,0;33,0;57;3,0;;60;60;;22121;649;56,0;67;;;;;;;;;33;34,0;41;59;57;172,0;171,0;170,0;158;52,0;54,0;45,0;;;20,0;23,0;21,0;;;;;;9,0;;;;;;5,0;17,0;36,0;;;
2407104;Macaíba;24;RN;1,0;14,0;43,0;18,0;45;31,0;2,0;74;76;;76;;76;;73;3,0;66;10,0;7,0;69,0;76;;;76;76;;17235;759;56,0;117;;;;;;;;;66;65,0;64;67;66;171,0;166,0;165,0;170;101,0;95,0;91,0;;;38,0;38,0;32,0;;;;;;;;33,0;;;;18,0;62,0;28,0;;;
2700300;Arapiraca;27;AL;1,0;16,0;85,0;52,0;90;64,0;;154;154;;154;;154;;152;2,0;143;11,0;8,0;146,0;153;1,0;;154;154;;57195;2330;203,0;307;;;;;;;;;229;217,0;225;219;214;521,0;542,0;525,0;503;380,0;384,0;343,0;;;73,0;65,0;65,0;18,0;;;;;;;47,0;;;;9,0;60,0;76,0;;;
2108306;Penalva;21;MA;;4,0;81,0;1,0;41;45,0;3,0;83;86;;86;;83;3,0;85;1,0;83;3,0;66,0;20,0;86;;4,0;82;82;4,0;14931;553;33,0;62;;;;;;;;;32;29,0;29;25;31;80,0;77,0;76,0;74;61,0;65,0;59,0;;;;;;;;11,0;12,0;12,0;;;;;;;11,0;6,0;11,0;;;
2602001;Bodocó;26;PE;;3,0;43,0;4,0;44;6,0;1,0;49;50;;50;;49;1,0;47;3,0;37;13,0;36,0;14,0;50;;;50;50;;7865;439;25,0;56;;;;;;;;;39;43,0;49;42;44;107,0;110,0;107,0;98;46,0;39,0;30,0;;5,0;;;;;;;;;;;;;;;9,0;69,0;31,0;;;
2804805;Nossa Senhora do Socorro;28;SE;1,0;25,0;44,0;50,0;79;41,0;1,0;119;120;;120;;120;;115;5,0;109;11,0;3,0;117,0;120;;;120;120;;41415;1732;105,0;212;;;;;;;;;192;192,0;211;206;212;392,0;421,0;395,0;384;284,0;263,0;245,0;;;24,0;17,0;;;;;;;;;8,0;;;;22,0;128,0;70,0;;;
2307304;Juazeiro do Norte;23;CE;1,0;15,0;90,0;98,0;84;120,0;2,0;202;204;;203;1,0;204;;201;3,0;189;15,0;21,0;183,0;204;;1,0;203;204;;74143;3356;435,0;530;;;;;;;;;328;318,0;338;324;327;711,0;731,0;714,0;659;358,0;344,0;303,0;;;79,0;87,0;82,0;;;;;;;38,0;82,0;;23,0;;25,0;118,0;57,0;4,0;29,0;
2924405;Pilão Arcado;29;BA;;1,0;91,0;3,0;90;5,0;1,0;94;95;;95;;91;4,0;93;2,0;93;2,0;80,0;15,0;95;;35,0;60;75;20,0;9789;582;39,0;73;;;;;;;;;33;28,0;36;41;38;182,0;192,0;186,0;173;58,0;50,0;43,0;;;;;;;;;;;;1,0;;;;;1,0;14,0;3,0;;;
2307650;Maracanaú;23;CE;1,0;16,0;81,0;71,0;88;81,0;;169;169;;169;;169;;167;2,0;162;7,0;2,0;167,0;169;;1,0;168;169;;71805;2494;301,0;392;;;;;;;;;249;217,0;221;230;216;439,0;468,0;469,0;436;305,0;330,0;304,0;;;58,0;47,0;44,0;;;;;;;43,0;41,0;;17,0;;44,0;93,0;62,0;;;
2105104;Icatu;21;MA;;3,0;81,0;1,0;55;30,0;9,0;76;85;;85;;68;17,0;83;2,0;72;13,0;43,0;42,0;85;;1,0;84;84;1,0;7387;418;29,0;54;;;;;;;;;35;31,0;39;32;32;97,0;101,0;103,0;97;38,0;55,0;49,0;;;;;;;;;;;;;;;;;;6,0;26,0;;;
2112902;Vitória do Mearim;21;MA;;6,0;56,0;3,0;31;34,0;;65;65;;65;;65;;64;1,0;59;6,0;12,0;53,0;65;;1,0;64;64;1,0;8769;494;25,0;41;;;;;;;;;27;22,0;29;28;24;120,0;134,0;139,0;123;71,0;75,0;73,0;;;;;;;;;;;;;;;;;;25,0;14,0;;;
2915601;Itamaraju;29;BA;;3,0;57,0;7,0;55;12,0;;67;67;;67;;67;;67;;62;5,0;23,0;44,0;67;;;67;67;;15047;818;58,0;121;;;;;;;;;81;85,0;85;75;77;203,0;212,0;201,0;192;95,0;92,0;80,0;;;13,0;15,0;;;;;;;;;;;;;16,0;45,0;22,0;;;
2111201;São José de Ribamar;21;MA;1,0;11,0;102,0;81,0;114;81,0;3,0;192;195;;195;;195;;191;4,0;183;12,0;55,0;140,0;195;;;195;195;;45573;1922;225,0;377;;;;;;;;;173;171,0;169;172;165;371,0;395,0;376,0;344;174,0;212,0;197,0;;;57,0;20,0;41,0;;;;;;;9,0;9,0;;;;18,0;56,0;139,0;;20,0;
2503209;Cabedelo;25;PB;2,0;9,0;30,0;10,0;36;15,0;;51;51;;51;;51;;49;2,0;48;3,0;;51,0;51;;;51;51;;13424;736;100,0;89;;;;;;;;;78;81,0;81;85;82;151,0;157,0;160,0;144;96,0;99,0;117,0;;;72,0;69,0;44,0;;;;;;;18,0;26,0;;;;26,0;67,0;45,0;;15,0;
2103000;Caxias;21;MA;1,0;19,0;222,0;18,0;222;38,0;7,0;253;260;;259;1,0;250;10,0;254;6,0;248;12,0;124,0;136,0;252;8,0;5,0;255;255;5,0;53014;2459;102,0;247;;;;;;;;;166;173,0;193;194;184;563,0;620,0;601,0;573;364,0;394,0;381,0;;;66,0;;;;;;;;;;37,0;;5,0;3,0;109,0;189,0;93,0;;;
2919801;Macaúbas;29;BA;;2,0;85,0;4,0;44;47,0;;91;91;;91;;90;1,0;89;2,0;86;5,0;19,0;72,0;89;2,0;;91;91;;9911;677;75,0;46;;;;;;;;;24;23,0;22;27;23;250,0;256,0;249,0;251;72,0;70,0;63,0;;;33,0;32,0;31,0;16,0;;;;;;;7,0;;;;6,0;29,0;9,0;;8,0;
2933307;Vitória da Conquista;29;BA;1,0;19,0;160,0;77,0;202;55,0;1,0;256;257;;255;2,0;257;;254;3,0;242;15,0;38,0;219,0;255;2,0;1,0;256;257;;86303;3134;128,0;380;;;;;;;;;281;286,0;295;308;299;748,0;749,0;721,0;756;609,0;558,0;513,0;;;76,0;108,0;98,0;86,0;;;;;;17,0;121,0;;;;41,0;269,0;126,0;7,0;67,0;
2110401;São Benedito do Rio Preto;21;MA;;1,0;49,0;1,0;48;3,0;4,0;47;51;;51;;48;3,0;51;;50;1,0;44,0;7,0;43;8,0;;51;51;;5883;333;4,0;40;;;;;;;;;18;14,0;21;17;18;82,0;95,0;104,0;90;31,0;31,0;32,0;;;;;;;;;;;;;;;;;2,0;4,0;11,0;;;
2310308;Parambu;23;CE;;3,0;57,0;;14;46,0;1,0;59;60;;60;;60;;59;1,0;59;1,0;38,0;22,0;57;3,0;;60;60;;7676;567;45,0;46;;;;;;;;;27;28,0;28;26;29;83,0;98,0;99,0;74;33,0;36,0;33,0;;;16,0;20,0;20,0;;;;;;;;;;;;;5,0;6,0;;;
2918100;Jeremoabo;29;BA;;3,0;57,0;6,0;54;12,0;;66;66;;66;;66;;64;2,0;55;11,0;36,0;30,0;66;;;66;66;;9649;433;48,0;54;;;;;;;;;37;39,0;68;87;90;112,0;117,0;101,0;101;53,0;51,0;47,0;;;;7,0;7,0;7,0;;;;;;;8,0;;;;23,0;45,0;10,0;;3,0;
2207900;Pedro II;22;PI;1,0;7,0;55,0;9,0;45;27,0;1,0;71;72;;72;;71;1,0;66;6,0;70;2,0;43,0;29,0;69;3,0;1,0;71;71;1,0;10986;588;34,0;85;;;;;;;;;40;33,0;43;56;88;198,0;198,0;202,0;181;71,0;70,0;64,0;;;82,0;79,0;69,0;;;;;;;1,0;2,0;;;;32,0;52,0;24,0;;17,0;
2313302;Tauá;23;CE;1,0;6,0;43,0;4,0;22;32,0;1,0;53;54;;54;;54;;52;2,0;54;;14,0;40,0;54;;;54;54;;14601;649;96,0;82;;;;;;;;;50;50,0;49;53;55;133,0;150,0;155,0;144;79,0;82,0;67,0;;;45,0;47,0;46,0;;;;;;;;38,0;;;;5,0;22,0;22,0;;;
2111078;São João do Soter;21;MA;;2,0;62,0;2,0;23;43,0;2,0;64;66;;66;;64;2,0;65;1,0;64;2,0;20,0;46,0;66;;;66;66;;5936;402;50,0;36;;;;;;;;;10;8,0;15;16;19;110,0;121,0;116,0;108;41,0;38,0;41,0;;;9,0;9,0;7,0;;;;;;;;;;;;2,0;19,0;24,0;;;
2907202;Casa Nova;29;BA;;2,0;119,0;6,0;114;13,0;20,0;107;127;;127;;127;;127;;104;23,0;89,0;38,0;127;;73,0;54;65;62,0;16368;752;74,0;93;;;;;;;;;49;58,0;76;84;80;227,0;238,0;197,0;188;101,0;97,0;72,0;;;;;;;;;;;;1,0;;;;;6,0;40,0;13,0;;;
